,City,State,Median_Age,Male_Population,Female_Population,Total_Population,Number_of_Veterans,Foreign-born,Average_household_size,State_code,Race,Count
2415,San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Asian,38970
2416,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Black or African-American,2378
2417,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,Asian,20681
2418,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,Asian,1282
2419,Moreno Valley,California,30.7,98584.0,105597.0,204181,8529.0,54442.0,3.9,CA,American Indian and Alaska Native,1843
2420,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.97,CA,White,23665
2421,Delray Beach,Florida,47.9,32219.0,34042.0,66261,4232.0,16639.0,2.35,FL,White,40980
2422,Bellevue,Washington,37.4,70763.0,69051.0,139814,5382.0,54654.0,2.43,WA,Black or African-American,4151
2423,Cicero,Illinois,28.5,43153.0,40714.0,83867,629.0,33801.0,3.89,IL,Hispanic or Latino,76425
2424,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,American Indian and Alaska Native,4623
2425,Corpus Christi,Texas,35.0,160488.0,163594.0,324082,25078.0,30834.0,2.69,TX,Asian,9051
2426,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,White,42475
2427,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,Black or African-American,6464
2428,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Black or African-American,34196
2429,Springfield,Missouri,34.1,81057.0,85741.0,166798,12291.0,7765.0,2.12,MO,American Indian and Alaska Native,2777
2430,Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,White,91125
2431,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,American Indian and Alaska Native,551
2432,Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,White,53811
2433,Mission,Texas,32.9,40530.0,42777.0,83307,2383.0,22608.0,3.51,TX,Hispanic or Latino,73367
2434,Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,American Indian and Alaska Native,41696
2435,Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Black or African-American,10786
2436,Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Asian,11124
2437,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Black or African-American,9031
2438,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Asian,31221
2439,Jackson,Mississippi,31.7,79039.0,91772.0,170811,8146.0,1789.0,2.65,MS,American Indian and Alaska Native,323
2440,Parma,Ohio,40.8,38425.0,41518.0,79943,5028.0,6909.0,2.42,OH,White,76282
2442,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Black or African-American,30920
2443,Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,White,63493
2444,Goodyear,Arizona,38.6,36711.0,42292.0,79003,7650.0,11774.0,2.97,AZ,American Indian and Alaska Native,1301
2445,Lowell,Massachusetts,33.4,54422.0,56298.0,110720,3764.0,33414.0,2.8,MA,Asian,28944
2446,Plymouth,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,Hispanic or Latino,3274
2447,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,Black or African-American,84987
2448,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Asian,2723
2449,Yakima,Washington,34.0,45147.0,48553.0,93700,4705.0,15717.0,2.74,WA,White,79286
2450,Dayton,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,White,86016
2451,Fort Worth,Texas,32.6,414126.0,422843.0,836969,39182.0,143404.0,2.88,TX,Black or African-American,167449
2452,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,American Indian and Alaska Native,906
2453,Bend,Oregon,37.3,42294.0,44723.0,87017,6199.0,3032.0,2.39,OR,Black or African-American,465
2454,Rancho Cucamonga,California,34.5,88127.0,87105.0,175232,5821.0,33878.0,3.18,CA,Asian,24519
2455,Bridgeport,Connecticut,34.1,71509.0,76110.0,147619,4646.0,44475.0,2.86,CT,Asian,8546
2456,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Asian,11963
2457,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,Asian,75446
2458,Carmichael,California,41.0,29281.0,33934.0,63215,4225.0,7378.0,2.39,CA,Hispanic or Latino,9291
2459,Dale City,Virginia,33.4,35984.0,35415.0,71399,6085.0,22306.0,3.65,VA,American Indian and Alaska Native,548
2460,Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,American Indian and Alaska Native,253
2461,Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,White,46704
2462,Rancho Cordova,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,American Indian and Alaska Native,1940
2463,Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,American Indian and Alaska Native,1961
2464,Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,White,139669
2465,Savannah,Georgia,30.3,69389.0,76295.0,145684,9717.0,10355.0,2.57,GA,Asian,5366
2466,Louisville/Jefferson County metro government,Kentucky,37.5,298451.0,316938.0,615389,39364.0,37875.0,2.45,KY,American Indian and Alaska Native,4585
2467,Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Black or African-American,77439
2468,Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,Asian,105063
2469,Saint Petersburg,Florida,41.8,123524.0,133564.0,257088,20247.0,28567.0,2.42,FL,Hispanic or Latino,20483
2470,Pompano Beach,Florida,42.5,56569.0,51202.0,107771,5145.0,32733.0,2.55,FL,White,67360
2471,Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,Hispanic or Latino,53980
2472,Albany,New York,32.8,47627.0,50825.0,98452,3643.0,11948.0,2.08,NY,Asian,8090
2473,Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Hispanic or Latino,29163
2474,Jackson,Tennessee,35.3,30007.0,36973.0,66980,3529.0,2097.0,2.52,TN,Hispanic or Latino,3383
2475,Rockville,Maryland,38.1,31205.0,35793.0,66998,1990.0,25047.0,2.6,MD,White,41692
2476,Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Hispanic or Latino,1028148
2477,Killeen,Texas,29.2,69442.0,71367.0,140809,24281.0,15769.0,2.72,TX,Hispanic or Latino,32600
2478,Vancouver,Washington,37.2,82958.0,89895.0,172853,12391.0,21748.0,2.49,WA,American Indian and Alaska Native,4541
2479,Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Hispanic or Latino,13609
2480,Pawtucket,Rhode Island,39.2,36072.0,35511.0,71583,3173.0,17884.0,2.41,RI,Asian,2150
2481,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,White,102948
2482,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Asian,18456
2483,Bakersfield,California,30.6,182154.0,191473.0,373627,12284.0,71575.0,3.23,CA,White,272853
2484,Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,Asian,126499
2485,Laguna Niguel,California,45.8,30193.0,35619.0,65812,2648.0,12571.0,2.58,CA,White,55919
2486,Ellicott City,Maryland,42.4,34406.0,36526.0,70932,3856.0,17587.0,2.73,MD,Black or African-American,6089
2487,Clarksville,Tennessee,29.7,75029.0,74161.0,149190,20803.0,8211.0,2.64,TN,Hispanic or Latino,16004
2488,Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,Hispanic or Latino,44404
2489,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,Hispanic or Latino,23744
2490,Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,White,96113
2491,Gilbert,Arizona,33.2,116711.0,130812.0,247523,10817.0,24531.0,3.2,AZ,Asian,19740
2492,Boston,Massachusetts,31.8,322149.0,347320.0,669469,18350.0,190123.0,2.38,MA,American Indian and Alaska Native,5580
2493,New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,Hispanic or Latino,2485125
2494,New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,Black or African-American,2192248
2495,Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,Black or African-American,6477
2496,West Valley City,Utah,30.7,68235.0,67989.0,136224,4880.0,30712.0,3.81,UT,Black or African-American,3222
2497,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,White,107898
2498,Simi Valley,California,39.0,63243.0,63523.0,126766,6063.0,23260.0,3.13,CA,Asian,14984
2499,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,White,23743
2500,Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Black or African-American,15159
2501,Reno,Nevada,35.7,122292.0,119151.0,241443,17089.0,37070.0,2.46,NV,White,197335
2502,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Hispanic or Latino,58677
2503,Roswell,Georgia,38.8,48637.0,45859.0,94496,3325.0,16501.0,2.7,GA,Hispanic or Latino,16920
2504,Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,Black or African-American,151030
2505,Sterling Heights,Michigan,39.6,64985.0,67077.0,132062,6970.0,34313.0,2.66,MI,Hispanic or Latino,2811
2506,Portsmouth,Virginia,33.6,45900.0,50301.0,96201,10261.0,1815.0,2.54,VA,Asian,1785
2507,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Hispanic or Latino,5229
2508,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Black or African-American,96397
2509,Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,American Indian and Alaska Native,3955
2510,Kansas City,Missouri,35.9,228430.0,246931.0,475361,24710.0,37787.0,2.35,MO,Asian,17061
2511,Irving,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,Black or African-American,30356
2512,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Asian,4168
2513,Elgin,Illinois,35.7,54852.0,56224.0,111076,4024.0,30167.0,2.97,IL,White,76126
2514,Allen,Texas,37.2,51324.0,46814.0,98138,3505.0,19649.0,3.04,TX,Hispanic or Latino,10615
2515,Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,Black or African-American,112923
2516,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,American Indian and Alaska Native,610
2517,Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,Asian,3650
2518,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Black or African-American,34583
2519,Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,Asian,33759
2520,Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,Hispanic or Latino,31282
2521,Buffalo,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,American Indian and Alaska Native,4406
2522,Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Black or African-American,4633
2523,San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Black or African-American,11100
2524,Oceanside,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,White,137533
2525,Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,Hispanic or Latino,256145
2526,Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,American Indian and Alaska Native,4064
2527,Roanoke,Virginia,36.9,47252.0,52645.0,99897,6567.0,7346.0,2.35,VA,Hispanic or Latino,6091
2528,Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,White,56843
2529,Joliet,Illinois,33.1,70863.0,79162.0,150025,7353.0,22409.0,3.13,IL,Asian,2813
2530,Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,White,65333
2531,Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,White,62331
2532,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,White,94296
2533,Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Asian,53270
2534,Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,White,524258
2535,Portland,Maine,40.3,31480.0,35392.0,66872,3666.0,9229.0,2.13,ME,Asian,3696
2536,Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Black or African-American,1219
2537,Murrieta,California,35.3,49363.0,60453.0,109816,7242.0,19875.0,3.3,CA,American Indian and Alaska Native,2327
2538,Fremont,California,38.3,114383.0,117808.0,232191,4629.0,109427.0,3.12,CA,Asian,141953
2539,Lansing,Michigan,31.4,54333.0,59777.0,114110,5327.0,8371.0,2.39,MI,Hispanic or Latino,14245
2540,Amarillo,Texas,33.8,99391.0,100260.0,199651,11008.0,21124.0,2.64,TX,Black or African-American,14050
2541,Pharr,Texas,26.9,35242.0,41293.0,76535,1376.0,25532.0,3.67,TX,Hispanic or Latino,72995
2542,Kenosha,Wisconsin,36.3,49349.0,50507.0,99856,6238.0,7443.0,2.55,WI,White,84780
2543,Whittier,California,36.1,44397.0,43039.0,87436,2790.0,17145.0,3.11,CA,White,49388
2544,Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,Black or African-American,1192
2545,Syracuse,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,Hispanic or Latino,13368
2546,San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,White,95139
2547,Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Asian,6635
2548,Westland,Michigan,39.9,37742.0,44253.0,81995,4756.0,6429.0,2.41,MI,Asian,4843
2549,San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,Asian,34019
2550,Oceanside,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.72,CA,Black or African-American,11907
2551,Vallejo,California,37.8,58379.0,62890.0,121269,8103.0,30592.0,2.83,CA,Black or African-American,26778
2552,Albany,Georgia,33.3,31695.0,39414.0,71109,5409.0,861.0,2.38,GA,Hispanic or Latino,1783
2553,Hialeah,Florida,43.0,111530.0,125552.0,237082,1844.0,170148.0,3.31,FL,Black or African-American,5687
2554,Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,Black or African-American,16782
2555,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,White,66875
2556,Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,Asian,9806
2557,Johnson City,Tennessee,38.2,31019.0,34350.0,65369,5038.0,2878.0,2.18,TN,Black or African-American,6016
2558,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,White,23336
2559,Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,Hispanic or Latino,26754
2560,Thousand Oaks,California,44.8,65113.0,64216.0,129329,6323.0,25330.0,2.79,CA,Asian,16134
2561,Garland,Texas,34.5,116406.0,120430.0,236836,10407.0,62975.0,3.12,TX,Black or African-American,40507
2562,Layton,Utah,29.5,37748.0,36394.0,74142,3811.0,4268.0,3.24,UT,American Indian and Alaska Native,1674
2563,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,Asian,4103
2564,Pomona,California,32.1,74945.0,78307.0,153252,3251.0,53879.0,3.63,CA,Hispanic or Latino,108787
2565,Bloomington,Illinois,35.1,37972.0,40323.0,78295,3888.0,7287.0,2.34,IL,American Indian and Alaska Native,182
2566,Warner Robins,Georgia,31.4,35093.0,38909.0,74002,6974.0,3210.0,2.5,GA,Hispanic or Latino,5378
2567,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Asian,4689
2568,Arlington,Virginia,34.4,113981.0,115183.0,229164,12719.0,55205.0,2.19,VA,Black or African-American,22372
2569,San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,Asian,324034
2570,College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,Hispanic or Latino,17784
2571,Lewisville,Texas,31.6,52776.0,52032.0,104808,4211.0,24865.0,2.78,TX,White,70278
2572,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,White,80551
2573,Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,White,63157
2574,Lafayette,Indiana,33.5,34313.0,36857.0,71170,5045.0,5697.0,2.19,IN,Black or African-American,6752
2575,Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,Hispanic or Latino,6617
2576,Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,American Indian and Alaska Native,358
2577,Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,White,100083
2578,Quincy,Massachusetts,41.0,44129.0,49500.0,93629,4147.0,32935.0,2.39,MA,Asian,30473
2579,Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,White,285402
2580,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Hispanic or Latino,100432
2581,Peoria,Illinois,33.1,56229.0,62432.0,118661,6634.0,7517.0,2.4,IL,Black or African-American,36333
2582,San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,Black or African-American,41721
2583,Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,Black or African-American,1782
2584,Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,Black or African-American,10482
2585,Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,American Indian and Alaska Native,683
2586,Garden Grove,California,37.8,86779.0,88605.0,175384,4316.0,80677.0,3.66,CA,Asian,71737
2587,Modesto,California,35.2,104852.0,106405.0,211257,9855.0,39613.0,2.97,CA,White,166618
2588,Laredo,Texas,28.8,124305.0,131484.0,255789,4921.0,68427.0,3.66,TX,Hispanic or Latino,243190
2590,Apple Valley,California,34.3,32873.0,39312.0,72185,5714.0,5801.0,3.03,CA,Black or African-American,9124
2591,Livermore,California,36.7,41522.0,46595.0,88117,3063.0,13959.0,2.91,CA,Black or African-American,3199
2592,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Hispanic or Latino,15429
2593,Rockford,Illinois,36.3,71076.0,78270.0,149346,8894.0,18323.0,2.52,IL,White,107148
2594,Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,American Indian and Alaska Native,1354
2595,Chattanooga,Tennessee,36.6,83640.0,92957.0,176597,10001.0,10599.0,2.4,TN,Black or African-American,59918
2596,Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,American Indian and Alaska Native,1076
2598,Fayetteville,Arkansas,27.1,41959.0,40873.0,82832,4744.0,6313.0,2.28,AR,American Indian and Alaska Native,2058
2599,Roseville,California,38.4,62591.0,67691.0,130282,8386.0,18161.0,2.72,CA,American Indian and Alaska Native,2635
2600,Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,Asian,44849
2601,Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,Hispanic or Latino,19703
2602,Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,American Indian and Alaska Native,1333
2603,Brownsville,Texas,30.6,87689.0,96199.0,183888,4211.0,53301.0,3.48,TX,Hispanic or Latino,170041
2604,Rancho Cordova,California,33.8,34844.0,36182.0,71026,4590.0,17020.0,2.86,CA,Hispanic or Latino,13970
2605,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,Black or African-American,39226
2606,West Palm Beach,Florida,39.6,49262.0,57520.0,106782,4917.0,30675.0,2.53,FL,American Indian and Alaska Native,406
2607,Paterson,New Jersey,34.0,70640.0,77117.0,147757,1694.0,49810.0,3.37,NJ,White,54885
2608,Ogden,Utah,31.3,44323.0,41127.0,85450,5080.0,12791.0,2.68,UT,Hispanic or Latino,28275
2609,German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,White,43330
2610,Fayetteville,North Carolina,30.7,101051.0,100914.0,201965,28089.0,12863.0,2.5,NC,Hispanic or Latino,25080
2611,Palo Alto,California,40.2,31451.0,35397.0,66848,2025.0,23348.0,2.55,CA,Hispanic or Latino,3496
2612,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,Black or African-American,3434
2613,Clovis,California,37.8,52392.0,51780.0,104172,6173.0,13409.0,2.76,CA,Asian,14249
2614,Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,Hispanic or Latino,44342
2615,Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,American Indian and Alaska Native,677
2616,Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.72,MN,White,56216
2617,Seattle,Washington,35.5,345659.0,338784.0,684443,29364.0,119840.0,2.13,WA,Black or African-American,61974
2618,Mountain View,California,33.5,42493.0,37945.0,80438,1376.0,31857.0,2.46,CA,Asian,23884
2619,Hayward,California,34.3,78152.0,80148.0,158300,4385.0,60970.0,3.32,CA,White,74800
2620,Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,Black or African-American,4729
2621,Mesa,Arizona,36.9,234998.0,236835.0,471833,31808.0,57492.0,2.68,AZ,White,413010
2622,Fargo,North Dakota,30.7,60560.0,58690.0,119250,6154.0,9428.0,2.18,ND,White,107349
2623,South Bend,Indiana,32.4,50483.0,53274.0,103757,3708.0,8779.0,2.72,IN,White,71391
2624,Lakewood,California,39.9,41523.0,40069.0,81592,4094.0,18274.0,3.13,CA,Asian,18999
2625,Pittsburg,California,34.5,33309.0,36118.0,69427,2109.0,21043.0,3.15,CA,White,25996
2626,Mesquite,Texas,34.6,69240.0,75884.0,145124,6438.0,26755.0,2.96,TX,Hispanic or Latino,56753
2627,Birmingham,Alabama,35.6,102122.0,112789.0,214911,13212.0,8258.0,2.21,AL,Hispanic or Latino,8940
2628,Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Hispanic or Latino,14735
2629,Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,Asian,26909
2630,Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,American Indian and Alaska Native,1603
2631,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Asian,2528
2632,Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,White,45622
2633,Weston,Florida,38.6,32956.0,36991.0,69947,1507.0,30876.0,3.34,FL,Hispanic or Latino,36687
2634,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,Hispanic or Latino,9388
2635,Plano,Texas,38.1,138565.0,145054.0,283619,11719.0,74030.0,2.65,TX,Black or African-American,25217
2636,Tyler,Texas,33.9,50422.0,53283.0,103705,4813.0,8225.0,2.59,TX,Hispanic or Latino,21536
2637,League City,Texas,35.9,49354.0,48996.0,98350,6484.0,8361.0,2.72,TX,Asian,8163
2638,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Asian,6547
2639,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,American Indian and Alaska Native,4239
